KEY_CODE,T000918001,T000918002,T000918003,T000918004,T000918005,T000918006,T000918007,T000918008,T000918009,T000918010,T000918011,T000918012,T000918013,T000918014,T000918015,T000918016,T000918017,T000918018,T000918019,T000918020,T000918021,T000918022,T000918023,T000918024,T000918025,T000918026,T000918027,T000918028,T000918029,T000918030,T000918031,T000918032,T000918033,T000918034,T000918035,T000918036,T000918037,T000918038,T000918039,T000918040
523500022,81,8,0,5,3,73,0,1,1,19,0,5,3,12,10,6,15,0,1,807,24,0,16,8,783,0,1,46,233,0,24,7,102,27,43,199,0,101,432,375
523500023,49,10,0,6,4,39,0,0,0,8,2,7,1,3,6,0,8,2,2,740,183,0,20,163,557,0,0,0,95,29,20,24,12,56,0,277,38,6,215,525
523500024,21,6,0,6,0,15,0,0,3,2,0,1,0,1,0,1,6,0,1,245,16,0,16,0,229,0,0,12,8,0,12,0,3,0,2,163,0,29,101,144
523500031,10,2,0,2,0,8,0,0,0,2,0,1,0,1,0,1,3,0,0,58,4,0,4,0,54,0,0,0,2,0,1,0,1,0,1,49,0,0,11,47
523500032,4,1,0,1,0,3,0,0,0,1,0,0,0,0,2,0,0,0,0,12,5,0,5,0,7,0,0,0,2,0,0,0,0,5,0,0,0,0,6,6
523500033,4,2,0,2,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,28,3,0,3,0,25,0,0,0,2,0,0,0,0,0,23,0,0,0,21,7
523500034,3,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,67,14,0,14,0,53,0,0,0,50,0,0,0,0,0,0,3,0,0,31,36
523500041,6,1,0,1,0,5,0,0,0,3,0,0,0,0,1,0,0,0,1,138,15,0,15,0,123,0,0,0,101,0,0,0,0,15,0,0,0,7,121,17
523500042,15,0,0,0,0,15,0,0,2,10,0,0,0,1,1,1,0,0,0,415,0,0,0,0,415,0,0,74,282,0,0,0,55,3,1,0,0,0,242,173
523500043,14,0,0,0,0,14,0,0,0,10,0,0,0,3,0,0,1,0,0,449,0,0,0,0,449,0,0,0,286,0,0,0,51,0,0,112,0,0,206,243
523500044,29,0,0,0,0,29,0,0,0,18,1,0,1,5,1,2,1,0,0,237,0,0,0,0,237,0,0,0,165,5,0,2,42,13,6,4,0,0,84,153
523500051,10,1,0,1,0,9,0,0,0,2,0,1,1,0,0,3,2,0,0,31,6,0,6,0,25,0,0,0,6,0,2,1,0,0,6,10,0,0,17,14
523500052,39,4,0,4,0,35,0,0,1,7,0,7,1,4,3,1,9,1,1,803,24,0,24,0,779,0,0,98,38,0,17,3,157,36,2,416,7,5,345,458
523500053,9,2,0,2,0,7,0,0,0,1,1,1,0,1,1,1,0,0,1,183,13,0,13,0,170,0,0,0,159,1,1,0,5,1,2,0,0,1,54,129
523500054,7,2,0,1,1,5,0,0,0,1,0,0,3,0,0,1,0,0,0,37,12,0,6,6,25,0,0,0,18,0,0,5,0,0,2,0,0,0,25,12
523500061,13,1,0,1,0,12,0,0,3,3,0,1,1,2,0,0,2,0,0,155,20,0,20,0,135,0,0,24,34,0,1,18,20,0,0,38,0,0,66,89
523500062,13,0,0,0,0,13,0,0,0,2,0,0,2,0,2,1,5,0,1,128,0,0,0,0,128,0,0,0,41,0,0,2,0,5,2,74,0,4,41,87
523500063,41,7,0,7,0,34,0,0,2,14,0,7,0,2,4,0,2,0,3,397,40,0,40,0,357,0,0,21,248,0,15,0,29,18,0,16,0,10,191,198
523500064,48,1,0,1,0,47,0,1,2,11,0,1,0,4,4,11,10,1,2,272,3,0,3,0,269,0,1,5,125,0,1,0,22,18,20,70,5,2,97,175
523500071,12,2,0,2,0,10,0,1,1,1,0,0,1,0,1,0,4,0,1,131,3,0,3,0,128,0,2,3,2,0,0,2,0,4,0,104,0,11,29,102
523500072,22,1,0,1,0,21,0,0,1,6,1,0,2,0,4,1,6,0,0,147,5,0,5,0,142,0,0,2,35,7,0,4,0,9,20,65,0,0,33,114
523500073,16,0,0,0,0,16,0,0,0,2,0,2,0,1,2,2,6,0,1,71,0,0,0,0,71,0,0,0,4,0,3,0,6,2,24,31,0,1,34,37
523500074,13,1,0,1,0,12,0,0,0,2,0,1,1,1,0,3,4,0,0,255,4,0,4,0,251,0,0,0,4,0,2,5,6,0,197,37,0,0,123,132
523500081,55,2,0,1,1,53,0,0,0,20,0,1,3,9,6,2,11,1,0,964,28,0,21,7,936,0,0,0,322,0,3,40,113,29,97,328,4,0,364,600
523500082,3,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,0,0,8,0,0,0,0,8,0,0,0,6,0,0,0,0,0,0,2,0,0,4,4
523500083,40,10,0,7,3,30,0,1,1,3,0,7,1,5,2,1,7,0,2,475,51,0,17,34,424,0,2,20,79,0,9,1,64,4,55,120,0,70,270,205
523500084,78,3,0,3,0,75,0,0,0,30,2,2,0,9,11,4,14,1,2,749,9,0,9,0,740,0,0,0,345,22,16,0,79,32,49,180,8,9,197,548
523500091,10,2,0,2,0,8,0,0,2,2,0,1,1,0,0,1,1,0,0,31,5,0,5,0,26,0,0,2,4,0,2,3,0,0,1,14,0,0,21,10
523500092,11,3,0,0,3,8,0,0,0,3,0,2,0,1,1,0,0,0,1,27,6,0,0,6,21,0,0,0,13,0,2,0,2,3,0,0,0,1,10,17
523500093,10,2,0,0,2,8,0,0,0,2,0,3,0,1,0,0,1,1,0,43,9,0,0,9,34,0,0,0,14,0,9,0,5,0,0,1,5,0,25,18
523500094,22,6,0,2,4,16,0,0,0,0,0,8,0,0,2,0,1,0,5,127,30,0,6,24,97,0,0,0,0,0,14,0,0,2,0,74,0,7,56,71
523500101,12,2,0,2,0,10,0,0,0,4,1,1,0,1,0,0,2,0,1,99,13,0,13,0,86,0,0,0,17,17,1,0,2,0,0,40,0,9,26,56
523500102,20,3,0,2,1,17,0,0,0,7,0,1,1,2,2,0,1,0,3,194,18,0,10,8,176,0,0,0,89,0,10,5,15,7,0,29,0,21,69,125
523500103,33,2,0,1,1,31,0,1,11,7,0,1,0,0,1,0,8,0,2,518,12,0,8,4,506,0,1,117,25,0,16,0,0,70,0,259,0,18,246,272
523500104,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,59,0,0,59,0,0,0,0,0,0,0,0,0,0,56,3
523500111,34,4,0,3,1,30,0,0,1,8,0,5,3,6,2,1,1,0,3,281,38,0,32,6,243,0,0,9,54,0,23,9,75,45,2,16,0,10,156,125
523500112,21,3,0,2,1,18,0,0,0,4,0,9,0,2,0,1,1,0,1,105,12,0,11,1,93,0,0,0,15,0,20,0,23,0,31,2,0,2,46,59
523500113,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6
523500121,21,1,0,1,0,20,0,0,0,5,0,1,2,2,3,1,4,0,2,118,4,0,4,0,114,0,0,0,20,0,4,11,20,4,1,48,0,6,46,72
523500122,4,2,0,1,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,22,8,0,2,6,14,0,0,0,0,0,3,0,0,11,0,0,0,0,14,8
523500124,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1
523500131,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0,5,0,0,0,3,0,0,0,0,0,2,0,0,0,3,2
523500134,6,0,0,0,0,6,0,0,0,2,0,0,1,1,0,0,2,0,0,214,0,0,0,0,214,0,0,0,34,0,0,6,6,0,0,168,0,0,68,146
523500141,6,1,0,1,0,5,0,1,0,1,0,1,0,0,0,2,0,0,0,380,4,0,4,0,376,0,2,0,37,0,1,0,0,0,336,0,0,0,227,153
523500142,3,0,0,0,0,3,0,0,0,0,0,0,1,1,0,1,0,0,0,315,0,0,0,0,315,0,0,0,0,0,0,1,1,0,313,0,0,0,193,122
523500143,10,0,0,0,0,10,0,0,0,2,0,0,0,0,0,1,7,0,0,103,0,0,0,0,103,0,0,0,4,0,0,0,0,0,10,89,0,0,10,93
523500144,98,0,0,0,0,98,0,0,0,26,4,5,1,16,15,12,18,0,1,1383,0,0,0,0,1383,0,0,0,389,142,30,3,207,100,284,209,0,19,468,915
523500151,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,0,0,3,17
523500152,10,0,0,0,0,10,0,0,0,4,0,2,1,2,1,0,0,0,0,38,0,0,0,0,38,0,0,0,11,0,3,1,19,4,0,0,0,0,18,20
523500153,10,1,0,0,1,9,0,0,2,0,0,1,1,1,0,1,2,0,1,177,2,0,0,2,175,0,0,18,0,0,1,1,62,0,48,9,0,36,73,104
523500154,17,1,0,1,0,16,0,0,1,10,0,0,0,1,2,1,1,0,0,994,1,0,1,0,993,0,0,148,709,0,0,0,45,75,1,15,0,0,338,656
523500161,10,2,0,2,0,8,0,0,0,1,0,2,1,1,1,1,0,0,1,36,2,0,2,0,34,0,0,0,1,0,8,4,4,0,15,0,0,2,13,23
523500162,12,4,0,3,1,8,0,0,0,3,0,3,0,0,0,0,0,0,2,98,49,0,23,26,49,0,0,0,21,0,5,0,0,0,0,0,0,23,62,36
523500163,4,0,0,0,0,4,0,0,0,2,0,0,0,0,2,0,0,0,0,38,0,0,0,0,38,0,0,0,31,0,0,0,0,7,0,0,0,0,17,21
523500164,13,0,0,0,0,13,0,0,0,5,0,1,0,0,3,0,2,1,1,637,0,0,0,0,637,0,0,0,43,0,2,0,0,10,0,508,5,69,163,474
523500171,56,2,0,2,0,54,0,1,2,9,6,3,3,6,7,5,10,0,2,1339,6,0,6,0,1333,0,17,203,293,214,33,12,62,250,88,153,0,8,449,890
523500172,103,0,0,0,0,103,0,0,1,63,1,2,4,15,12,1,1,0,3,1341,0,0,0,0,1341,0,0,1,856,3,43,23,265,130,8,4,0,8,384,957
523500173,29,0,0,0,0,29,0,0,0,7,0,0,0,3,6,5,8,0,0,616,0,0,0,0,616,0,0,0,91,0,0,0,69,101,120,235,0,0,211,405
523500174,21,0,0,0,0,21,0,0,2,6,0,1,1,3,1,4,2,0,1,223,0,0,0,0,223,0,0,12,75,0,2,1,25,4,74,29,0,1,68,155
523500181,10,0,0,0,0,10,0,0,0,2,0,0,0,1,1,2,4,0,0,94,0,0,0,0,94,0,0,0,10,0,0,0,9,4,30,41,0,0,13,81
523500182,48,4,0,1,3,44,0,0,1,12,0,5,2,1,2,1,18,0,2,645,8,0,3,5,637,0,0,90,98,0,17,8,23,9,2,376,0,14,256,389
523500183,14,0,0,0,0,14,0,1,1,3,1,1,0,2,1,0,3,1,0,251,0,0,0,0,251,0,2,176,28,4,3,0,7,1,0,25,5,0,201,37
523500184,34,9,0,7,2,25,0,0,0,8,0,3,0,3,4,1,5,0,1,222,28,0,24,4,194,0,0,0,34,0,4,0,14,18,15,107,0,2,107,115
523500191,19,2,0,2,0,17,0,1,1,4,0,2,0,1,3,1,3,0,1,91,4,0,4,0,87,0,2,13,13,0,2,0,4,7,25,17,0,4,36,55
523500192,22,8,0,4,4,14,0,0,2,7,1,0,1,1,0,0,1,0,1,84,46,0,25,21,38,0,0,3,25,3,0,2,2,0,0,2,0,1,57,27
523500193,19,5,0,4,1,14,0,0,1,5,0,1,1,0,0,1,3,0,2,173,19,0,18,1,154,0,0,1,9,0,1,8,0,0,106,27,0,2,103,70
523500194,42,15,0,7,8,27,0,0,3,9,0,1,1,3,1,1,4,0,4,504,69,0,39,30,435,0,0,130,34,0,2,2,6,2,1,250,0,8,289,215
523500201,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
523500203,7,3,0,0,3,4,0,1,0,0,0,0,0,1,0,0,0,0,2,931,914,0,0,914,17,0,2,0,0,0,0,0,11,0,0,0,0,4,875,56
523500212,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
523500214,6,0,0,0,0,6,0,0,0,2,0,0,1,0,1,2,0,0,0,36,0,0,0,0,36,0,0,0,25,0,0,3,0,2,6,0,0,0,18,18
523500221,2,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,1,0,4,0,0,0,0,0,0,0,3,2
523500224,3,2,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,24,23,0,23,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,23,1
523500231,8,1,0,0,1,6,0,0,1,3,0,0,0,0,1,0,1,0,0,140,12,0,0,12,119,0,0,16,46,0,0,0,0,1,0,56,0,0,66,74
523500232,39,4,0,3,1,35,0,0,0,2,0,5,1,7,4,2,14,0,0,542,32,0,31,1,510,0,0,0,14,0,31,4,125,28,31,277,0,0,232,310
523500233,31,0,0,0,0,31,0,0,0,4,0,4,0,2,4,1,16,0,0,318,0,0,0,0,318,0,0,0,43,0,28,0,6,6,19,216,0,0,62,256
523500234,9,1,0,1,0,8,0,0,2,0,0,0,0,2,1,0,0,0,3,62,6,0,6,0,56,0,0,23,0,0,0,0,18,9,0,0,0,6,45,17
523500241,5,0,0,0,0,5,0,0,0,1,0,0,1,0,0,3,0,0,0,66,0,0,0,0,66,0,0,0,2,0,0,1,0,0,63,0,0,0,7,59
523500242,23,0,0,0,0,23,0,1,0,3,2,3,1,2,0,3,4,1,3,1154,0,0,0,0,1154,0,30,0,35,50,5,2,34,0,595,17,13,373,632,522
523500243,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,27,0,0,0,0,27,0,0,0,0,0,0,0,0,0,27,0,0,0,14,13
523500251,10,0,0,0,0,10,0,0,0,5,0,0,0,1,0,2,2,0,0,191,0,0,0,0,191,0,0,0,56,0,0,0,30,0,88,17,0,0,126,65
523500252,63,4,0,3,1,59,0,0,17,35,0,1,1,2,0,0,0,0,3,2540,414,0,205,209,2126,0,0,892,977,0,11,6,76,0,0,0,0,164,1188,1338
523500253,9,1,0,1,0,8,0,0,1,4,0,0,1,0,1,0,0,0,1,155,72,0,72,0,83,0,0,17,59,0,0,2,0,1,0,0,0,4,123,32
523500254,20,0,0,0,0,20,0,0,6,12,0,1,0,0,0,0,0,0,1,558,0,0,0,0,558,0,0,301,172,0,54,0,0,0,0,0,0,31,334,224
523500261,55,2,0,0,2,52,0,1,15,23,1,4,0,2,1,0,1,0,4,1477,44,0,0,44,1423,0,1,467,695,2,123,0,29,33,0,13,0,60,841,636
523500262,10,1,0,1,0,9,0,0,0,2,0,1,2,0,1,1,2,0,0,42,2,0,2,0,40,0,0,0,8,0,4,2,0,2,2,22,0,0,12,30
523500263,34,2,0,2,0,32,0,0,16,11,0,0,1,0,0,0,1,0,3,808,5,0,5,0,803,0,0,503,279,0,0,5,0,0,0,7,0,9,604,204
523500264,26,1,0,1,0,25,0,1,1,4,0,2,2,2,4,2,7,0,0,270,1,0,1,0,269,0,1,1,41,0,3,8,9,11,5,190,0,0,64,206
523500271,15,0,0,0,0,15,0,0,0,3,0,0,1,0,1,2,7,0,1,119,0,0,0,0,119,0,0,0,36,0,0,1,0,1,2,76,0,3,35,84
523500272,77,3,0,2,1,74,0,0,1,11,0,8,1,9,12,4,18,1,9,712,8,0,5,3,704,0,0,1,222,0,33,7,53,92,67,180,12,37,244,456
523500273,21,4,0,4,0,17,0,0,1,6,0,2,1,0,0,2,4,1,0,85,18,0,18,0,67,0,0,2,15,0,4,1,0,0,3,36,6,0,32,53
523500274,63,3,0,2,1,60,0,1,6,16,0,1,1,13,7,4,11,0,0,544,7,0,5,2,537,0,1,10,205,0,1,8,25,19,20,248,0,0,187,357
523500281,16,3,0,3,0,13,0,1,0,3,0,4,0,0,3,0,2,0,0,47,7,0,7,0,40,0,2,0,12,0,13,0,0,5,0,8,0,0,21,26
523500282,34,11,0,7,4,23,0,0,0,7,0,3,1,2,1,2,3,0,4,308,45,0,20,25,263,0,0,0,23,0,10,3,8,1,5,19,0,194,146,162
523500283,61,9,0,9,0,52,0,0,0,10,0,2,0,14,11,3,10,1,1,496,104,0,104,0,392,0,0,0,148,0,3,0,39,26,18,143,7,8,224,272
523500284,32,10,0,9,1,22,0,0,2,9,0,2,0,4,2,1,1,0,1,372,70,0,69,1,302,0,0,39,97,0,3,0,77,72,3,1,0,10,224,145
523500291,6,0,0,0,0,6,0,0,2,1,0,1,1,0,0,0,0,0,1,14,0,0,0,0,14,0,0,5,2,0,1,2,0,0,0,0,0,4,8,6
523500293,3,1,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,15,4,0,4,0,11,0,0,0,2,0,9,0,0,0,0,0,0,0,12,3
523500294,13,0,0,0,0,13,0,0,0,6,0,0,1,3,2,0,1,0,0,199,0,0,0,0,199,0,0,0,133,0,0,1,49,5,0,11,0,0,78,121
523500301,3,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,22,16,0,0,16,6,0,0,0,0,0,0,0,0,2,0,0,0,4,8,14
523500303,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,27,0,0,0,0,27,0,0,0,27,0,0,0,0,0,0,0,0,0,9,18
523500311,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1
523500312,18,1,0,0,1,17,0,1,0,4,0,0,2,0,1,2,6,0,1,154,4,0,0,4,150,0,1,0,44,0,0,3,0,3,51,41,0,7,41,113
523500313,3,0,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,5,0,0,4,0,0,0,0,0,0,0,7,2
523500314,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1
523500321,10,0,0,0,0,10,0,0,0,0,0,1,0,1,4,2,1,0,1,38,0,0,0,0,38,0,0,0,0,0,3,0,1,14,9,6,0,5,13,25
523500323,35,1,0,1,0,34,0,1,0,8,2,4,0,5,6,3,4,0,1,279,3,0,3,0,276,0,1,0,112,13,43,0,54,21,4,27,0,1,93,186
523500324,47,0,0,0,0,47,0,0,0,9,1,3,1,2,0,12,16,1,2,613,0,0,0,0,613,0,0,0,78,27,32,62,8,0,121,270,9,6,201,412
523500332,4,2,0,2,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,33,22,0,22,0,11,0,0,0,7,0,0,4,0,0,0,0,0,0,27,6
523500333,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
523500334,10,4,0,1,3,6,0,0,0,0,0,0,3,0,0,0,0,0,3,399,225,0,2,223,174,0,0,0,0,0,0,166,0,0,0,0,0,8,287,112
523500341,13,4,0,1,3,9,0,0,0,1,0,3,0,0,4,0,0,0,1,54,13,0,2,11,41,0,0,0,10,0,8,0,0,21,0,0,0,2,32,22
523500342,6,2,0,1,1,4,0,0,0,2,0,1,0,0,1,0,0,0,0,15,5,0,1,4,10,0,0,0,7,0,2,0,0,1,0,0,0,0,7,8
523500343,3,1,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,42,9,0,0,9,33,0,0,0,0,0,0,23,10,0,0,0,0,0,28,14
523500344,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1
523500351,3,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,1,77,0,0,0,0,77,0,0,0,0,0,0,0,74,0,0,2,0,1,34,43
523500352,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,4,2
523500353,7,2,0,1,1,5,0,0,0,1,0,0,0,0,0,0,0,0,4,63,53,0,45,8,10,0,0,0,2,0,0,0,0,0,0,0,0,8,56,7
523500354,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,15,12,0,12,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,11,4
523500361,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,79,0,0,79,0,0,0,0,0,0,0,0,0,0,52,27
523500362,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,27,0,0,0,0,27,0,0,0,0,0,0,0,0,27,0,0,0,0,4,23
523500363,10,4,0,1,3,5,1,0,0,2,0,0,0,1,0,0,0,0,1,44,20,0,15,5,23,4,0,0,8,0,0,0,9,0,0,0,0,2,31,13
523500364,4,1,0,0,1,3,0,0,0,2,0,1,0,0,0,0,0,0,0,27,13,0,0,13,14,0,0,0,12,0,2,0,0,0,0,0,0,0,20,7
523500371,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
523500372,37,8,0,7,1,29,0,1,0,8,0,1,1,5,2,4,6,0,1,208,31,0,21,10,177,0,1,0,27,0,2,2,22,4,38,80,0,1,97,111
523500373,3,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,1,19,0,0,0,0,19,0,0,0,17,0,0,0,0,0,0,0,0,2,15,4
523500374,32,7,0,5,2,25,0,1,2,11,0,3,1,1,1,2,1,0,2,296,58,0,37,21,238,0,4,98,57,0,8,12,5,5,10,8,0,31,224,72
523500381,74,6,0,4,2,68,0,0,1,17,1,3,3,13,4,5,15,0,6,895,20,0,17,3,875,0,0,122,87,15,9,10,71,7,22,453,0,79,374,521
523500382,13,2,0,1,1,11,0,0,0,3,0,2,2,0,0,2,0,0,2,64,7,0,4,3,57,0,0,0,7,0,5,4,0,0,34,0,0,7,46,18
523500383,8,4,0,3,1,4,0,0,0,2,0,0,0,0,0,1,1,0,0,25,18,0,14,4,7,0,0,0,3,0,0,0,0,0,2,2,0,0,19,6
523500384,3,1,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,19,2,0,2,0,17,0,0,15,0,0,0,2,0,0,0,0,0,0,15,4
523500391,9,5,0,3,2,4,0,0,0,0,0,0,0,1,0,0,1,0,2,135,31,0,19,12,104,0,0,0,0,0,0,0,11,0,0,90,0,3,75,60
523500392,5,2,0,2,0,3,0,0,0,0,0,0,0,0,0,1,1,0,1,18,5,0,5,0,13,0,0,0,0,0,0,0,0,0,2,10,0,1,6,12
523500393,5,1,0,1,0,4,0,0,0,0,0,2,0,1,0,0,1,0,0,20,4,0,4,0,16,0,0,0,0,0,3,0,2,0,0,11,0,0,4,16
523500394,25,1,0,1,0,24,0,0,1,10,1,1,0,1,4,2,2,1,1,119,2,0,2,0,117,0,0,2,82,8,1,0,2,8,3,4,4,3,42,77
523500401,4,2,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,12,7,0,7,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,6,6
523500402,4,2,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,29,25,0,0,25,4,0,0,0,0,0,0,0,0,4,0,0,0,0,21,8
