KEY_CODE,T000918001,T000918002,T000918003,T000918004,T000918005,T000918006,T000918007,T000918008,T000918009,T000918010,T000918011,T000918012,T000918013,T000918014,T000918015,T000918016,T000918017,T000918018,T000918019,T000918020,T000918021,T000918022,T000918023,T000918024,T000918025,T000918026,T000918027,T000918028,T000918029,T000918030,T000918031,T000918032,T000918033,T000918034,T000918035,T000918036,T000918037,T000918038,T000918039,T000918040
513500983,15,6,0,1,5,9,0,0,1,3,0,2,0,0,0,0,1,1,1,107,73,0,1,72,34,0,0,5,12,0,2,0,0,0,0,8,5,2,48,59
513500984,15,5,0,2,3,10,0,0,0,6,0,0,1,2,0,0,1,0,0,142,72,0,28,44,70,0,0,0,27,0,0,3,19,0,0,21,0,0,81,61
513500991,46,8,0,6,2,38,0,0,0,4,0,8,0,20,0,0,3,0,3,237,40,0,31,9,197,0,0,0,14,0,13,0,42,0,0,119,0,9,98,139
513500992,7,1,0,0,1,6,0,0,0,1,0,1,1,1,1,0,0,0,1,21,6,0,0,6,15,0,0,0,5,0,2,2,1,2,0,0,0,3,13,8
513500993,39,7,0,3,4,32,0,0,1,14,0,1,1,6,4,0,4,0,1,385,87,0,12,75,298,0,0,37,181,0,1,2,35,17,0,22,0,3,179,206
513500994,60,0,0,0,0,60,0,0,0,22,0,13,1,9,4,1,7,0,3,358,0,0,0,0,358,0,0,0,117,0,20,1,146,5,1,44,0,24,140,218
513501011,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,11,1
513501012,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,11,0,0,0,0,11,0,0,0,0,0,0,0,0,10,0,0,0,1,7,4
513501014,3,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,1,0,10,0,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,5,0,7,3
513501023,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
513501051,3,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,20,14,0,0,14,6,0,0,0,0,0,0,0,0,0,0,6,0,0,16,4
513501053,3,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,10,5,0,5,0,5,0,0,0,0,0,0,0,2,0,0,0,0,3,8,2
513501114,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
513501121,6,3,0,3,0,3,0,0,0,2,0,0,0,0,0,0,0,0,1,23,15,0,15,0,8,0,0,0,7,0,0,0,0,0,0,0,0,1,15,8
513501122,4,2,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,19,7,0,2,5,12,0,0,0,8,0,0,0,0,0,0,0,4,0,9,10
513501123,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0
513501132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13
513501133,4,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,2,8,0,0,0,0,8,0,0,0,6,0,0,0,0,0,0,0,0,2,2,6
513501134,5,2,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,2,22,13,0,6,7,9,0,0,6,0,0,0,0,0,0,0,0,0,3,14,8
513501142,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
513501143,6,3,0,3,0,3,0,0,0,2,0,0,0,0,0,0,0,0,1,36,20,0,20,0,16,0,0,0,14,0,0,0,0,0,0,0,0,2,25,11
513501144,4,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,1,0,1,33,3,0,3,0,30,0,0,7,0,0,0,0,0,0,0,14,0,9,17,16
513501151,5,1,0,1,0,4,0,0,1,2,0,0,0,1,0,0,0,0,0,37,2,0,2,0,35,0,0,7,24,0,0,0,4,0,0,0,0,0,25,12
513501153,2,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,2,0,0,0,0,0,4,1
513501173,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
513501174,3,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,32,0,0,0,0,24,0,0,11,0,0,0,0,0,13,0,0,0,0,19,13
513501183,3,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,55,20,0,0,20,3,0,0,0,0,0,3,0,0,0,0,0,0,0,36,19
513501193,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2
513501212,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
513501223,3,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,31,0,0,0,0,31,0,0,0,0,0,0,0,18,0,13,0,0,0,15,16
513501233,3,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,34,5,0,4,1,29,0,0,0,0,0,0,0,0,0,0,29,0,0,6,28
513501234,10,2,0,2,0,8,0,0,0,5,0,1,0,0,2,0,0,0,0,23,5,0,5,0,18,0,0,0,13,0,1,0,0,4,0,0,0,0,13,10
513501241,10,2,0,2,0,8,0,0,0,4,0,0,1,1,0,0,0,0,2,48,13,0,13,0,35,0,0,0,25,0,0,2,3,0,0,0,0,5,32,16
513501242,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,21,0,0,0,0,21,0,0,0,6,0,0,0,0,0,0,15,0,0,6,15
513501243,48,9,0,8,1,38,0,0,2,17,0,2,2,4,6,0,1,1,3,196,45,0,43,2,122,0,0,5,56,0,2,6,22,8,0,2,14,7,128,68
513501244,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,16,7,0,7,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,7,9
513501251,3,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,67,66,0,0,66,1,0,0,0,0,0,0,0,0,0,0,0,0,1,30,37
513501264,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,1,3
513501281,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,14,0,0,0,0,0,4,10
513501331,4,1,0,0,1,3,0,0,0,0,0,0,0,1,0,0,2,0,0,59,6,0,0,6,53,0,0,0,0,0,0,0,7,0,0,46,0,0,27,32
513501332,39,8,0,5,3,29,0,0,1,8,0,6,1,0,3,1,3,1,5,133,59,0,18,41,65,0,0,5,14,0,6,1,0,3,2,16,5,13,82,51
513501334,11,1,0,1,0,10,0,0,0,1,1,0,0,3,3,0,1,0,1,44,1,0,1,0,43,0,0,0,7,1,0,0,9,7,0,18,0,1,20,24
513501341,55,11,0,8,3,44,0,0,0,18,0,7,2,4,4,3,4,1,1,192,53,0,43,10,139,0,0,0,56,0,7,15,7,6,4,40,2,2,98,94
513501342,10,3,0,2,1,7,0,0,0,3,0,0,0,2,0,0,2,0,0,53,23,0,12,11,30,0,0,0,19,0,0,0,4,0,0,7,0,0,34,19
513501343,83,6,0,2,4,77,0,0,1,28,2,8,0,12,10,5,8,0,3,240,28,0,18,10,212,0,0,9,62,24,11,0,33,16,5,46,0,6,94,146
513501344,26,5,0,3,2,21,0,1,0,4,2,2,1,5,1,0,2,0,3,110,13,0,11,2,97,0,10,0,16,8,2,4,12,2,0,35,0,8,45,65
513501351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,29,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,29,0,0,11,18
513501352,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,4,6
513501353,10,4,0,2,2,6,0,0,0,1,0,0,1,1,0,0,1,0,2,31,23,0,15,8,8,0,0,0,1,0,0,1,1,0,0,3,0,2,20,11
513501354,5,2,0,2,0,3,0,0,0,0,0,1,0,0,0,0,2,0,0,44,5,0,5,0,39,0,0,0,0,0,1,0,0,0,0,38,0,0,12,32
513501361,6,1,0,1,0,4,0,0,0,3,0,0,1,0,0,0,0,0,0,114,25,0,25,0,87,0,0,0,86,0,0,1,0,0,0,0,0,0,43,71
513501362,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
513501363,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
513501364,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
513501432,86,22,0,8,14,64,0,1,0,27,1,3,0,16,6,1,6,1,2,375,100,0,23,77,275,0,6,0,153,3,4,0,54,11,4,25,13,2,196,179
513501433,10,0,0,0,0,10,0,0,0,3,0,2,0,0,2,0,0,1,2,15,0,0,0,0,15,0,0,0,4,0,2,0,0,3,0,0,4,2,10,5
513501434,7,6,0,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,77,73,0,42,31,4,0,0,0,4,0,0,0,0,0,0,0,0,0,54,23
513501441,172,16,0,6,10,156,0,0,1,100,2,5,1,7,22,3,7,1,7,662,60,0,19,41,602,0,0,10,360,39,7,2,32,63,19,41,4,25,318,344
513501442,59,8,0,4,4,51,0,3,1,11,1,5,3,4,5,3,10,1,4,350,47,0,13,34,303,0,5,4,32,2,8,7,10,5,7,92,126,5,195,155
513501443,42,7,0,5,2,35,0,0,0,12,1,2,0,6,5,0,2,0,7,231,11,0,6,5,220,0,0,0,105,19,2,0,9,22,0,39,0,24,96,135
513501444,80,1,0,1,0,79,0,0,0,36,2,3,2,11,6,3,5,1,10,554,15,0,15,0,539,0,0,0,293,29,8,5,41,37,7,30,14,75,252,302
513501451,24,12,0,10,2,12,0,0,0,6,0,2,0,2,0,1,1,0,0,121,58,0,48,10,63,0,0,0,14,0,4,0,43,0,1,1,0,0,74,47
513501453,31,3,0,1,2,28,0,0,0,5,0,1,2,4,3,1,5,0,7,167,6,0,2,4,161,0,0,0,45,0,7,10,43,7,1,34,0,14,60,107
513501454,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,0,0,0,10,2
513501461,3,0,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,27,0,0,0,0,27,0,0,0,22,0,0,0,5,0,0,0,0,0,9,18
513501463,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,133,132,0,0,132,1,0,0,0,0,0,0,0,0,0,0,0,0,1,121,12
513501493,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2
513501524,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
513501531,19,7,0,3,4,11,0,0,0,0,0,2,0,2,3,2,1,1,0,83,37,0,8,29,40,0,0,0,0,0,3,0,11,6,2,13,5,0,34,49
513501532,15,4,0,4,0,11,0,0,2,1,0,0,0,3,3,2,0,0,0,52,19,0,19,0,33,0,0,19,2,0,0,0,6,3,3,0,0,0,38,14
513501541,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
513501542,13,2,0,1,1,11,0,0,0,1,0,0,1,6,0,0,1,0,2,100,46,0,1,45,54,0,0,0,1,0,0,5,14,0,0,27,0,7,59,41
513501543,3,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,13,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1
513501544,4,2,0,2,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,29,9,0,9,0,20,0,0,3,0,0,0,0,0,0,0,17,0,0,19,10
513501551,23,5,0,3,2,18,0,0,1,8,0,0,0,5,1,0,2,1,0,399,26,0,7,19,373,0,0,18,33,0,0,0,9,2,0,308,3,0,133,266
513501552,7,1,0,1,0,6,0,0,0,1,0,0,0,1,3,0,1,0,0,83,4,0,4,0,79,0,0,0,50,0,0,0,3,8,0,18,0,0,27,56
513501553,36,4,0,2,2,32,0,0,2,12,1,1,0,11,1,0,1,0,3,381,47,0,36,11,334,0,0,17,145,29,4,0,48,2,0,75,0,14,189,182
513501554,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2
513501561,5,4,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,224,205,0,0,205,19,0,0,0,0,0,0,0,0,0,0,19,0,0,171,53
513501562,6,2,0,1,1,4,0,0,1,0,0,2,0,0,0,0,0,0,1,56,27,0,4,23,29,0,0,10,0,0,18,0,0,0,0,0,0,1,38,18
513501563,9,4,0,2,2,4,0,0,2,1,0,0,0,1,0,0,0,0,0,122,85,0,7,78,26,0,0,13,6,0,0,0,7,0,0,0,0,0,88,34
513501564,5,1,0,1,0,4,0,0,0,1,0,0,0,0,1,0,2,0,0,127,1,0,1,0,126,0,0,0,14,0,0,0,0,3,0,109,0,0,48,79
513501571,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,1,3
513501572,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,4,2
513501573,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9,6,0,6,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,7,2
513501581,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,9,2
513501582,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2
513501592,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
513501593,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1
513501594,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2
513501612,12,4,0,0,4,8,0,0,0,3,0,0,0,1,1,0,0,1,2,111,76,0,0,76,35,0,0,0,23,0,0,0,3,2,0,0,5,2,61,50
513501614,8,3,0,2,1,5,0,0,1,1,0,0,0,1,0,0,0,0,2,26,14,0,7,7,12,0,0,4,2,0,0,0,3,0,0,0,0,3,17,9
513501621,6,1,0,0,1,5,0,0,1,1,0,0,0,2,1,0,0,0,0,65,27,0,0,27,38,0,0,29,1,0,0,0,7,1,0,0,0,0,50,15
513501623,7,4,0,4,0,3,0,0,0,2,0,0,0,0,0,0,0,0,1,25,12,0,12,0,13,0,0,0,9,0,0,0,0,0,0,0,0,4,18,7
513501624,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
513501642,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11,10,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,4
513501651,31,3,0,2,1,28,0,0,1,16,0,3,1,3,4,0,0,0,0,237,21,0,20,1,216,0,0,1,126,0,32,7,29,21,0,0,0,0,122,115
513501652,16,5,0,5,0,11,0,0,0,3,0,2,1,1,1,0,0,0,3,48,19,0,19,0,29,0,0,0,12,0,3,3,6,1,0,0,0,4,32,16
513501653,9,1,0,1,0,8,0,0,0,5,0,0,0,1,0,1,0,0,1,81,2,0,2,0,79,0,0,0,44,0,0,0,33,0,1,0,0,1,38,43
513501654,41,2,0,2,0,39,0,0,1,16,1,2,0,8,3,5,1,0,2,202,15,0,15,0,187,0,0,46,57,4,4,0,21,17,25,4,0,9,143,59
513501661,9,3,0,2,1,6,0,0,0,1,0,0,1,1,1,0,1,0,1,241,192,0,13,179,49,0,0,0,11,0,0,3,2,16,0,15,0,2,98,143
513501662,4,1,0,0,1,3,0,0,0,1,0,0,0,0,0,1,1,0,0,42,4,0,0,4,38,0,0,0,2,0,0,0,0,0,1,35,0,0,5,37
513501663,32,4,0,4,0,28,0,0,2,10,0,0,2,8,3,0,2,0,1,173,15,0,15,0,158,0,0,18,79,0,0,3,37,5,0,15,0,1,86,87
513501664,15,1,0,1,0,14,0,0,1,6,0,0,0,1,2,2,1,0,1,105,1,0,1,0,104,0,0,30,53,0,0,0,11,3,5,1,0,1,53,52
513501671,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,34,3,0,0,3,27,0,0,0,0,0,0,0,0,0,0,27,0,0,7,23
513501673,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
513501683,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,16
513501691,5,2,0,0,2,3,0,0,0,2,0,0,0,1,0,0,0,0,0,246,229,0,0,229,17,0,0,0,11,0,0,0,6,0,0,0,0,0,145,101
513501692,2,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,5,0,11,0,0,0,0,0,0,0,0,0,7,9
513501693,6,1,0,1,0,5,0,0,0,2,0,0,0,1,0,1,1,0,0,23,2,0,2,0,21,0,0,0,9,0,0,0,2,0,1,9,0,0,12,11
513501694,4,1,0,1,0,3,0,0,0,1,0,0,0,1,0,0,1,0,0,29,3,0,3,0,26,0,0,0,2,0,0,0,3,0,0,21,0,0,6,23
513501704,9,3,0,2,1,6,0,0,0,3,0,0,0,2,1,0,0,0,0,28,11,0,7,4,17,0,0,0,3,0,0,0,13,1,0,0,0,0,10,18
513501711,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0
513501713,4,2,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,12,7,0,5,2,5,0,0,0,2,0,0,0,0,0,0,0,0,3,8,4
513501714,3,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6
513501723,6,5,0,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,19,18,0,17,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,17,2
513501734,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6,5,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2
513501743,5,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,0,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,10
513501752,48,6,0,5,1,41,0,1,1,13,1,7,6,4,4,1,1,0,2,219,35,0,34,1,182,0,19,5,81,14,14,15,10,15,5,3,0,1,145,74
513501753,10,2,0,1,1,8,0,0,0,4,0,3,0,0,0,0,0,0,1,137,2,0,1,1,135,0,0,0,23,0,14,0,0,0,0,0,0,98,46,91
513501754,55,13,0,9,4,42,0,0,1,14,0,1,2,9,4,1,5,1,4,763,194,0,92,102,569,0,0,15,120,0,5,2,40,9,3,228,138,9,398,365
513501761,30,5,0,5,0,24,0,0,3,3,1,4,2,3,1,1,3,0,3,244,28,0,28,0,214,0,0,28,117,1,8,7,11,1,10,28,0,3,98,146
513501762,20,0,0,0,0,20,0,0,0,6,0,0,1,3,5,2,2,0,1,205,0,0,0,0,205,0,0,0,83,0,0,2,65,36,2,16,0,1,67,138
513501763,46,4,0,4,0,42,0,0,1,15,0,2,1,8,6,2,3,0,4,260,33,0,33,0,227,0,0,14,94,0,3,2,28,13,3,13,0,57,158,102
513501764,21,5,0,4,1,16,0,0,0,8,0,0,0,3,1,0,0,1,3,92,16,0,15,1,76,0,0,0,26,0,0,0,11,1,0,0,23,15,53,39
513501771,14,2,0,2,0,12,0,0,2,5,0,0,0,1,1,2,1,0,0,123,7,0,7,0,116,0,0,29,40,0,0,0,2,34,9,2,0,0,75,48
513501772,4,3,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,16,7,0,7,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,7,9
513501773,40,7,0,3,4,33,0,0,1,17,2,2,1,1,2,2,3,1,1,239,15,0,5,10,224,0,0,10,123,43,3,1,4,7,6,19,5,3,104,135
513501774,15,2,0,0,2,12,0,1,0,6,0,0,0,2,1,0,1,0,1,79,12,0,0,12,33,0,1,0,22,0,0,0,2,4,0,3,0,1,28,51
513501781,6,2,0,1,1,4,0,0,0,1,0,0,0,1,1,0,1,0,0,53,12,0,1,11,41,0,0,0,2,0,0,0,1,2,0,36,0,0,21,32
513501782,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
513501783,8,1,0,0,1,6,0,0,0,2,0,0,0,1,1,0,1,0,1,62,14,0,0,14,31,0,0,0,13,0,0,0,2,1,0,13,0,2,28,34
513501784,6,2,0,2,0,4,0,0,0,2,0,0,0,1,1,0,0,0,0,29,7,0,7,0,22,0,0,0,15,0,0,0,6,1,0,0,0,0,12,17
513501791,11,2,0,0,2,9,0,0,0,3,0,0,0,1,1,0,1,0,3,124,37,0,0,37,87,0,0,0,60,0,0,0,7,2,0,3,0,15,64,60
513501792,19,3,0,3,0,16,0,0,1,3,0,0,0,5,3,0,2,0,2,83,13,0,13,0,70,0,0,11,29,0,0,0,7,5,0,12,0,6,40,43
513501793,17,5,0,3,2,12,0,0,0,6,0,0,2,3,0,0,0,0,1,59,14,0,11,3,45,0,0,0,19,0,0,4,21,0,0,0,0,1,25,34
513501794,46,2,0,1,1,44,0,0,2,23,0,1,0,3,7,2,3,0,3,173,10,0,9,1,163,0,0,35,75,0,1,0,4,11,6,26,0,5,111,62
